"id","producto","tienda","categorias","variantes_origen","variantes_presentadas","duplicados_agrupados","etiquetas_genericas_origen","estado","controles","valores"
"fam-2a162923a5e9","BROOKS GHOST 18 MUJER","BIKILA ES","Deporte | Running","44","44","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 | Talla: 5 / 5.5 / 6 / 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
"fam-7c021e983ddd","BROOKS GHOST MAX 3","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9"
"fam-cf078c4718f4","BROOKS GHOST MAX 4","BIKILA ES","Deporte | Running","20","20","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-38724a4054da","BROOKS GHOST MAX 4 MUJER","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Talla (buttons)","Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
"fam-a5589cc62e91","BROOKS GHOST TRAIL","BIKILA ES","Deporte | Zapatillas de trail","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-d0666db1ba3f","BROOKS GLYCERIN 23","BIKILA ES","Deporte | Running","45","45","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-8b1a40ea2ccc","BROOKS GLYCERIN 23 MUJER","BIKILA ES","Deporte | Running","18","18","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: 7 / 7.5 / 8 / 8.5 / 9 / 10.5"
"fam-cda876a93d0d","BROOKS GLYCERIN GTS 23","BIKILA ES","Deporte | Running","20","20","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-01e2db4a8f16","BROOKS GLYCERIN GTS 23 MUJER","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
"fam-01dc7151f23f","BROOKS GLYCERIN MAX 2","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-7c88e627fa8c","BROOKS GLYCERIN MAX 2 MUJER","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-0961161c893b","BROOKS HYPERION MAX 4","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-f410899b0b3f","BROOKS HYPERION MAX 4 MUJER","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-b93e0a97ca33","Brooks NIGHTLIFE REFLECTIVE VEST","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: L/XL / S/M"
"fam-bb2df8c9d4ce","BROOKS REVEL MAX","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11"
"fam-412282bb51cb","BROOKS REVEL MAX MUJER","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-f142485e4f18","BUFF ORIGINAL ECOSTRETCH","BIKILA ES","Deporte | Running","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"fam-050e62f724e5","BUFF ORIGINAL ECOSTRETCH XMAS","BIKILA ES","Deporte | Running","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"fam-85f4fd9ed636","CLOUDMONSTER 3 HYPER LIGHTSPRAY","BIKILA ES","Deporte | Running","3","3","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10"
"fam-63dca83fceeb","COMPRESSPORT FULL SOCKS RUN","BIKILA ES","Deporte | Calcetines deportivos","2","2","0","0","configurador","Talla (buttons)","Talla: 39–41 / 42–44"
"fam-05050791f3c0","COMPRESSPORT PANTORRILLERA R1","BIKILA ES","Deporte | Running","4","4","0","0","configurador","Talla (buttons)","Talla: 1 / 2 / 3 / 4"
"fam-aa4c3b6dc3d7","COMPRESSPORT PANTORRILLERA R2 3.0","BIKILA ES","Deporte | Running","14","14","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 | Talla: 1 / 2 / 3 / 4"
"fam-4d4eb5b31456","Currex RUNPRO HIGH SOLE CUR2011","BIKILA ES","Deporte | Running","6","6","0","0","configurador","Talla (buttons)","Talla: XS / S / M / L / XL / XXL"
"fam-43448a6709ef","Currex RUNPRO LOW SOLE CUR2013","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: XS / S / M / L / XL"
"fam-393a73be585c","Currex RUNPRO MEDIUM SOLE CUR2012","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: XS / S / M / L / XL"
"fam-a05c76b761f3","EASSUN ARMOUR","BIKILA ES","Deporte | Running","3","3","0","3","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"fam-b5e5ee0f4611","EASSUN SHADOW","BIKILA ES","Deporte | Running","4","4","0","4","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4"
"fam-267cb5485221","EASSUN SPRINT","BIKILA ES","Deporte | Running","4","4","0","4","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4"
"fam-110881556920","EASSUN VULCANO","BIKILA ES","Deporte | Running","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"fam-f1c012b4790b","GOODR CIRCLE G","BIKILA ES","Deporte | Running","3","3","0","3","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"fam-b7b1648b84b0","GOODR FLEX G","BIKILA ES","Deporte | Running","3","3","0","3","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3"
"fam-9f4f1ed68d75","GOODR LFG","BIKILA ES","Deporte | Running","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"fam-eeab998a8f30","GOODR OG","BIKILA ES","Deporte | Running","10","10","0","10","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 / Diseño 6 / Diseño 7 / Diseño 8 / Diseño 9 / Diseño 10"
"fam-5b2d71ab5f37","Hanker CHI HEADBAND","BIKILA ES","Deporte | Running","2","2","0","2","configurador","Color o diseño (visual)","Color o diseño: Diseño 1 / Diseño 2"
"fam-f328e033a2ff","Hanker KERA BELT","BIKILA ES","Deporte | Running","4","4","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: L/XL / S/M"
"fam-ef23aed14762","Hanker LAG","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: L/XL / S/M"
"fam-b50aef9152a1","Hanker TOPE BELT","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: L/XL / S/M"
"fam-f81d6de5e47b","Hanker YUGPA BELT","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: L/XL / S/M"
"fam-ab27f9257c6d","HOKA ARAHI 9","BIKILA ES","Deporte | Running","19","19","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 13"
"fam-90e279a2342a","HOKA ARAHI 9 MUJER","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Talla (buttons)","Talla: 6 / 6.5 / 7 / 7.5 / 8 / 8.5 / 9.5 / 10"
"fam-16ee7eb299aa","HOKA BONDI 9","BIKILA ES","Deporte | Running","10","10","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-941d28aa4b01","HOKA BONDI 9 MUJER","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-fae7c2c7334e","HOKA CHALLENGER 8","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-0ca2057de052","HOKA CIELO X1 3.0","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10 / 10.5 / 11"
"fam-01d4c4f21e5e","HOKA CLIFTON 11","BIKILA ES","Deporte | Running","35","35","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-c65e4b5cbe23","HOKA CLIFTON 11 MUJER","BIKILA ES","Deporte | Running","17","17","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6 / 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
"fam-e5534ea8e334","HOKA CLIFTON PRO","BIKILA ES","Deporte | Running","9","9","0","0","configurador","Talla (buttons)","Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-07b007bf6106","HOKA CLIFTON PRO MUJER","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-8b6f68b8e628","HOKA MACH 7","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 9 / 9.5 / 10 / 10.5"
"fam-6b91bed0acf0","HOKA MACH X 3","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-45348c0bc084","HOKA MAFATE 5","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-311f0dd9c9fa","HOKA RINCON 5","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-baf62e918d50","HOKA RINCON 5 MUJER","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-7b533c6a2418","HOKA ROCKET X 3","BIKILA ES","Deporte | Running","4","4","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10 / 10.5"
"fam-2569f10acb1d","HOKA SKYWARD X 2","BIKILA ES","Deporte | Running","3","3","0","0","configurador","Talla (buttons)","Talla: 9 / 11 / 11.5"
"fam-ac3ffacf9b6d","HOKA SPEEDGOAT 7","BIKILA ES","Deporte | Running","30","30","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 / Diseño 5 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-3c7028f34a36","HOKA SPEEDGOAT 7 MUJER","BIKILA ES","Deporte | Running","17","17","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9"
"fam-a23bbeb90992","KAILAS FUGA EX330","BIKILA ES","Deporte | Running","4","4","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8.5 / 9.5"
"fam-b838528baef4","LEKI NEOTRAIL PRO FX.ONE SL","BIKILA ES","Deporte | Running","3","1","2","3","duplicados_agrupados","",""
"fam-08371184d1e7","LEKI ULTRATRAIL FX.ONE SL","BIKILA ES","Deporte | Running","2","1","1","2","duplicados_agrupados","",""
"fam-2947c92ed14c","Lurbel RACE","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: S / M"
"fam-587737232bde","Lurbel RACE THREE","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: S / M"
"fam-954987a30db1","Lurbel TIWAR TWO","BIKILA ES","Deporte | Running","2","2","0","0","configurador","Talla (buttons)","Talla: M / L"
"fam-437489cfd159","MIZUNO NEO VISTA 3","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-d06e0d96f8a5","MIZUNO NEO ZEN 2","BIKILA ES","Deporte | Running","9","9","0","0","configurador","Talla (buttons)","Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-072e965aa01f","MIZUNO WAVE INSPIRE 22","BIKILA ES","Deporte | Running","14","14","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-4c9599c2415f","MIZUNO WAVE MUJIN 11","BIKILA ES","Deporte | Running","3","3","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10"
"fam-c17b9c1a69a4","MIZUNO WAVE RIDER 30","BIKILA ES","Deporte | Running","24","24","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-de2c2426fa9a","MIZUNO WAVE RIDER 30 MUJER","BIKILA ES","Deporte | Running","3","3","0","0","configurador","Talla (buttons)","Talla: 7 / 8 / 8.5"
"fam-876b70a58d67","MIZUNO WAVE SKY 9","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5"
"fam-d0a728e3e958","MIZUNO WAVE SKYRISE 7","BIKILA ES","Deporte | Running","9","9","0","0","configurador","Talla (buttons)","Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-cac0d0bc1d4e","MIZUNO WAVE SKYRISE 7 MUJER","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9"
"fam-69536039c1b8","MIZUNO WAVE ULTIMA 17","BIKILA ES","Deporte | Running","6","6","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-b97374ebd0f5","MIZUNO WAVE ULTIMA 17 MUJER","BIKILA ES","Deporte | Running","4","4","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5"
"fam-689502caf6f7","NEW BALANCE 1080v15","BIKILA ES","Deporte | Running","15","15","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-12ab1b2b69bd","NEW BALANCE 1080v15 MUJER","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-e0556f6da18b","NEW BALANCE 860 V15","BIKILA ES","Deporte | Running","15","15","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-a7562c5de1c6","NEW BALANCE 860 V15 MUJER","BIKILA ES","Deporte | Running","12","12","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-7ea9a0afb3bb","NEW BALANCE ELLIPSE V1","BIKILA ES","Deporte | Running","18","18","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-f1ef2d357675","NEW BALANCE ELLIPSE V1 MUJER","BIKILA ES","Deporte | Running","13","13","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-eeee78190852","NEW BALANCE FRESH FOAM X 880V15","BIKILA ES","Deporte | Running","22","22","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-aef13ca3b407","NEW BALANCE FRESH FOAM X 880V15 MUJER","BIKILA ES","Deporte | Running","16","16","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6 / 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
"fam-de87b31133f7","NEW BALANCE FRESH FOAM X HIERRO V9","BIKILA ES","Deporte | Running","18","18","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-fa04e6ff6f7b","NEW BALANCE FRESH FOAM X HIERRO V9 MUJER","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-7bc9b0fe7d5f","NEW BALANCE FUELCELL REBEL V5","BIKILA ES","Deporte | Running","15","15","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-8d860102cf12","NIKE ACG PEGASUS","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5"
"fam-2ff5866f1701","NIKE ACG PEGASUS MUJER","BIKILA ES","Deporte | Running","6","6","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-e5f6a5438aa5","NIKE ACG ZEGAMA","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10.5 / 11 / 11.5"
"fam-9e0982e90b90","NIKE AEROSWIFT 4IN SPLIT SHORT","BIKILA ES","Deporte | Textil deportivo","5","5","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L"
"fam-c8c01860f08e","Nike CHALLENGER SHORT 5P","BIKILA ES","Deporte | Textil deportivo","3","3","0","0","configurador","Talla (buttons)","Talla: S / M / L"
"fam-b8dedd7120b9","Nike FAST 3IN SHORT","BIKILA ES","Deporte | Textil deportivo","2","2","0","0","configurador","Talla (buttons)","Talla: M / L"
"fam-c351145ef9ba","NIKE FAST LWT CREW SOCK","BIKILA ES","Deporte | Calcetines deportivos","5","5","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L"
"fam-e9649c266939","NIKE FAST LWT MID CREW SOCK","BIKILA ES","Deporte | Calcetines deportivos","8","8","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: S / M / L"
"fam-2ce4bd24bdd9","NIKE FAST SINGLET","BIKILA ES","Deporte | Running","12","12","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: S / M / L"
"fam-02934f15a8c9","NIKE INDY SUPPORT BRA","BIKILA ES","Deporte | Textil deportivo","3","3","0","0","configurador","Talla (buttons)","Talla: S / M / L"
"fam-030e1cbe1893","NIKE MILER BREATHE SS","BIKILA ES","Deporte | Running","9","9","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: S / M / L"
"fam-60dec4d508d1","NIKE MILER SHORT 5P","BIKILA ES","Deporte | Textil deportivo","7","7","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L / XL"
"fam-66f5089bfe0d","NIKE MILER SS","BIKILA ES","Deporte | Running","7","7","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L / XL"
"fam-890c6bb4cd3f","NIKE MILER TANK","BIKILA ES","Deporte | Running","12","12","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: S / M / L"
"fam-2121ed7e2d15","NIKE ONE 2IN1 SHORT MUJER","BIKILA ES","Deporte | Textil deportivo","3","3","0","0","configurador","Talla (buttons)","Talla: XS / S / M"
"fam-1caaf4324650","NIKE PEGASUS 42","BIKILA ES","Deporte | Running","11","11","0","0","configurador","Talla (buttons)","Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-174b0a2d3887","NIKE PEGASUS 42 MUJER","BIKILA ES","Deporte | Running","12","12","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5"
"fam-002c90dc9d00","NIKE PEGASUS PREMIUM","BIKILA ES","Deporte | Running","5","5","0","0","configurador","Talla (buttons)","Talla: 9 / 9.5 / 10 / 10.5 / 11"
"fam-c87e1a16c23c","NIKE REVOLUTION 6 JUNIOR","BIKILA ES","Deporte | Running","6","6","0","0","configurador","Talla (buttons)","Talla: 27 / 28 / 30 / 31 / 32 / 33"
"fam-a6d809c9d6d3","NIKE STRIDE SHORT 5P SHORT","BIKILA ES","Deporte | Textil deportivo","9","9","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 | Talla: S / M / L / XL"
"fam-2fb3819a3b91","NIKE STRIDE SS","BIKILA ES","Deporte | Running","6","6","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: S / M / L"
"fam-ba5eb6d92c6f","NIKE STRUCTURE 26","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-d6b5e002b186","NIKE STRUCTURE PLUS","BIKILA ES","Deporte | Running","8","8","0","0","configurador","Talla (buttons)","Talla: 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12"
"fam-55188911321a","NIKE SWOOSH MEDIUM SUPPORT BRA","BIKILA ES","Deporte | Textil deportivo","2","2","0","0","configurador","Talla (buttons)","Talla: S / M"
"fam-d021f63c0383","Nike UV MILER SS","BIKILA ES","Deporte | Running","3","3","0","0","configurador","Talla (buttons)","Talla: S / M / L"
"fam-d2ba53d2c63a","NIKE VOMERO 18","BIKILA ES","Deporte | Running","43","43","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 / Diseño 3 / Diseño 4 | Talla: 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10 / 10.5 / 11 / 11.5 / 12 / 12.5 / 13"
"fam-853a10e6f886","NIKE VOMERO 18 MUJER","BIKILA ES","Deporte | Running","15","15","0","0","configurador","Color o diseño (visual) | Talla (buttons)","Color o diseño: Diseño 1 / Diseño 2 | Talla: 6 / 6.5 / 7 / 7.5 / 8 / 8.5 / 9 / 9.5 / 10"
